product_id,warehouse_id,quantity,expiration_date,status,,
10278,1005,1,3/17/2025,Expired,"{10278,1005,1,LocalDate.of(2025,3,17),""Expired""},","LocalDate.of(2025,3,17)"
10278,1008,5,7/25/2025,Received,"{10278,1008,5,LocalDate.of(2025,7,25),""Received""},","LocalDate.of(2025,7,25)"
10278,1011,28,6/25/2025,Received,"{10278,1011,28,LocalDate.of(2025,6,25),""Received""},","LocalDate.of(2025,6,25)"
10278,1001,266,9/12/2025,Received,"{10278,1001,266,LocalDate.of(2025,9,12),""Received""},","LocalDate.of(2025,9,12)"
10279,1001,94,,Adjusted,"{10279,1001,94,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10279,1007,34,,Transferred,"{10279,1007,34,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10279,1014,356,,Sold,"{10279,1014,356,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10280,1018,81,,Expired,"{10280,1018,81,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10280,1019,319,,Received,"{10280,1019,319,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10280,1002,300,,Adjusted,"{10280,1002,300,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10280,1001,176,,Transferred,"{10280,1001,176,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10280,1006,427,,Expired,"{10280,1006,427,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10281,1004,47,,Sold,"{10281,1004,47,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10281,1003,275,,Adjusted,"{10281,1003,275,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10281,1002,494,,Adjusted,"{10281,1002,494,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10281,1005,219,,Received,"{10281,1005,219,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10281,1019,494,,Adjusted,"{10281,1019,494,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10282,1006,177,7/17/2025,Received,"{10282,1006,177,LocalDate.of(2025,7,17),""Received""},","LocalDate.of(2025,7,17)"
10282,1013,139,2/5/2025,Sold,"{10282,1013,139,LocalDate.of(2025,2,5),""Sold""},","LocalDate.of(2025,2,5)"
10282,1019,116,12/29/2025,Adjusted,"{10282,1019,116,LocalDate.of(2025,12,29),""Adjusted""},","LocalDate.of(2025,12,29)"
10282,1004,341,10/22/2025,Adjusted,"{10282,1004,341,LocalDate.of(2025,10,22),""Adjusted""},","LocalDate.of(2025,10,22)"
10282,1020,43,4/1/2025,Transferred,"{10282,1020,43,LocalDate.of(2025,4,1),""Transferred""},","LocalDate.of(2025,4,1)"
10283,1003,120,9/14/2025,Received,"{10283,1003,120,LocalDate.of(2025,9,14),""Received""},","LocalDate.of(2025,9,14)"
10283,1006,177,9/13/2025,Sold,"{10283,1006,177,LocalDate.of(2025,9,13),""Sold""},","LocalDate.of(2025,9,13)"
10283,1018,20,9/6/2025,Sold,"{10283,1018,20,LocalDate.of(2025,9,6),""Sold""},","LocalDate.of(2025,9,6)"
10284,1005,263,,Adjusted,"{10284,1005,263,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10284,1001,455,,Transferred,"{10284,1001,455,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10284,1009,446,,Transferred,"{10284,1009,446,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10284,1012,465,,Received,"{10284,1012,465,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10284,1013,375,,Received,"{10284,1013,375,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10285,1009,60,,Sold,"{10285,1009,60,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10285,1015,291,,Transferred,"{10285,1015,291,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10285,1014,143,,Sold,"{10285,1014,143,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10285,1019,103,,Received,"{10285,1019,103,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10285,1010,318,,Transferred,"{10285,1010,318,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10286,1020,417,10/14/2025,Expired,"{10286,1020,417,LocalDate.of(2025,10,14),""Expired""},","LocalDate.of(2025,10,14)"
10286,1003,101,6/2/2025,Received,"{10286,1003,101,LocalDate.of(2025,6,2),""Received""},","LocalDate.of(2025,6,2)"
10286,1005,144,8/28/2025,Expired,"{10286,1005,144,LocalDate.of(2025,8,28),""Expired""},","LocalDate.of(2025,8,28)"
10287,1013,101,9/7/2025,Expired,"{10287,1013,101,LocalDate.of(2025,9,7),""Expired""},","LocalDate.of(2025,9,7)"
10287,1007,127,9/24/2025,Adjusted,"{10287,1007,127,LocalDate.of(2025,9,24),""Adjusted""},","LocalDate.of(2025,9,24)"
10287,1004,381,6/8/2025,Adjusted,"{10287,1004,381,LocalDate.of(2025,6,8),""Adjusted""},","LocalDate.of(2025,6,8)"
10287,1020,38,8/14/2025,Transferred,"{10287,1020,38,LocalDate.of(2025,8,14),""Transferred""},","LocalDate.of(2025,8,14)"
10287,1010,281,8/15/2025,Expired,"{10287,1010,281,LocalDate.of(2025,8,15),""Expired""},","LocalDate.of(2025,8,15)"
10288,1013,343,3/4/2025,Adjusted,"{10288,1013,343,LocalDate.of(2025,3,4),""Adjusted""},","LocalDate.of(2025,3,4)"
10288,1009,357,1/5/2026,Transferred,"{10288,1009,357,LocalDate.of(2026,1,5),""Transferred""},","LocalDate.of(2026,1,5)"
10288,1012,174,6/28/2025,Transferred,"{10288,1012,174,LocalDate.of(2025,6,28),""Transferred""},","LocalDate.of(2025,6,28)"
10288,1018,33,1/2/2026,Sold,"{10288,1018,33,LocalDate.of(2026,1,2),""Sold""},","LocalDate.of(2026,1,2)"
10288,1019,209,7/22/2025,Expired,"{10288,1019,209,LocalDate.of(2025,7,22),""Expired""},","LocalDate.of(2025,7,22)"
10289,1011,216,2/26/2025,Transferred,"{10289,1011,216,LocalDate.of(2025,2,26),""Transferred""},","LocalDate.of(2025,2,26)"
10289,1001,161,7/22/2025,Transferred,"{10289,1001,161,LocalDate.of(2025,7,22),""Transferred""},","LocalDate.of(2025,7,22)"
10289,1020,94,9/5/2025,Transferred,"{10289,1020,94,LocalDate.of(2025,9,5),""Transferred""},","LocalDate.of(2025,9,5)"
10289,1019,247,1/16/2025,Adjusted,"{10289,1019,247,LocalDate.of(2025,1,16),""Adjusted""},","LocalDate.of(2025,1,16)"
10290,1016,259,10/9/2025,Expired,"{10290,1016,259,LocalDate.of(2025,10,9),""Expired""},","LocalDate.of(2025,10,9)"
10290,1009,470,11/4/2025,Adjusted,"{10290,1009,470,LocalDate.of(2025,11,4),""Adjusted""},","LocalDate.of(2025,11,4)"
10290,1008,170,7/21/2025,Sold,"{10290,1008,170,LocalDate.of(2025,7,21),""Sold""},","LocalDate.of(2025,7,21)"
10290,1002,315,3/13/2025,Received,"{10290,1002,315,LocalDate.of(2025,3,13),""Received""},","LocalDate.of(2025,3,13)"
10291,1017,238,8/13/2025,Adjusted,"{10291,1017,238,LocalDate.of(2025,8,13),""Adjusted""},","LocalDate.of(2025,8,13)"
10291,1006,5,8/23/2025,Transferred,"{10291,1006,5,LocalDate.of(2025,8,23),""Transferred""},","LocalDate.of(2025,8,23)"
10291,1008,247,6/14/2025,Adjusted,"{10291,1008,247,LocalDate.of(2025,6,14),""Adjusted""},","LocalDate.of(2025,6,14)"
10292,1015,332,,Transferred,"{10292,1015,332,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10292,1003,303,,Transferred,"{10292,1003,303,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10292,1012,5,,Received,"{10292,1012,5,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10293,1006,53,,Received,"{10293,1006,53,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10293,1012,158,,Sold,"{10293,1012,158,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10293,1020,286,,Sold,"{10293,1020,286,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10293,1009,364,,Sold,"{10293,1009,364,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10294,1018,147,,Expired,"{10294,1018,147,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10294,1002,189,,Received,"{10294,1002,189,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10294,1011,63,,Received,"{10294,1011,63,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10295,1014,79,2/25/2025,Sold,"{10295,1014,79,LocalDate.of(2025,2,25),""Sold""},","LocalDate.of(2025,2,25)"
10295,1019,160,1/21/2025,Transferred,"{10295,1019,160,LocalDate.of(2025,1,21),""Transferred""},","LocalDate.of(2025,1,21)"
10295,1011,393,8/8/2025,Received,"{10295,1011,393,LocalDate.of(2025,8,8),""Received""},","LocalDate.of(2025,8,8)"
10296,1012,347,8/29/2025,Expired,"{10296,1012,347,LocalDate.of(2025,8,29),""Expired""},","LocalDate.of(2025,8,29)"
10296,1008,244,4/7/2025,Transferred,"{10296,1008,244,LocalDate.of(2025,4,7),""Transferred""},","LocalDate.of(2025,4,7)"
10296,1020,360,5/12/2025,Received,"{10296,1020,360,LocalDate.of(2025,5,12),""Received""},","LocalDate.of(2025,5,12)"
10296,1010,340,4/16/2025,Adjusted,"{10296,1010,340,LocalDate.of(2025,4,16),""Adjusted""},","LocalDate.of(2025,4,16)"
10297,1014,343,11/24/2025,Received,"{10297,1014,343,LocalDate.of(2025,11,24),""Received""},","LocalDate.of(2025,11,24)"
10297,1003,345,4/28/2025,Transferred,"{10297,1003,345,LocalDate.of(2025,4,28),""Transferred""},","LocalDate.of(2025,4,28)"
10297,1016,222,5/28/2025,Transferred,"{10297,1016,222,LocalDate.of(2025,5,28),""Transferred""},","LocalDate.of(2025,5,28)"
10297,1007,309,1/13/2026,Received,"{10297,1007,309,LocalDate.of(2026,1,13),""Received""},","LocalDate.of(2026,1,13)"
10298,1001,79,,Expired,"{10298,1001,79,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10298,1019,213,,Adjusted,"{10298,1019,213,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10298,1008,136,,Received,"{10298,1008,136,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10298,1016,238,,Expired,"{10298,1016,238,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10299,1015,61,12/31/2025,Received,"{10299,1015,61,LocalDate.of(2025,12,31),""Received""},","LocalDate.of(2025,12,31)"
10299,1003,132,9/25/2025,Adjusted,"{10299,1003,132,LocalDate.of(2025,9,25),""Adjusted""},","LocalDate.of(2025,9,25)"
10299,1017,135,10/30/2025,Transferred,"{10299,1017,135,LocalDate.of(2025,10,30),""Transferred""},","LocalDate.of(2025,10,30)"
10299,1002,188,5/27/2025,Adjusted,"{10299,1002,188,LocalDate.of(2025,5,27),""Adjusted""},","LocalDate.of(2025,5,27)"
10299,1020,29,4/11/2025,Expired,"{10299,1020,29,LocalDate.of(2025,4,11),""Expired""},","LocalDate.of(2025,4,11)"
10300,1017,128,,Received,"{10300,1017,128,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10300,1016,183,,Transferred,"{10300,1016,183,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10300,1007,374,,Received,"{10300,1007,374,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10300,1012,334,,Received,"{10300,1012,334,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10300,1020,271,,Sold,"{10300,1020,271,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10301,1010,322,,Sold,"{10301,1010,322,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10301,1002,389,,Adjusted,"{10301,1002,389,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10301,1017,207,,Received,"{10301,1017,207,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10301,1009,164,,Adjusted,"{10301,1009,164,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10301,1016,405,,Sold,"{10301,1016,405,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10302,1012,194,1/22/2025,Received,"{10302,1012,194,LocalDate.of(2025,1,22),""Received""},","LocalDate.of(2025,1,22)"
10302,1015,296,2/20/2025,Expired,"{10302,1015,296,LocalDate.of(2025,2,20),""Expired""},","LocalDate.of(2025,2,20)"
10302,1002,198,11/4/2025,Received,"{10302,1002,198,LocalDate.of(2025,11,4),""Received""},","LocalDate.of(2025,11,4)"
10303,1003,485,,Expired,"{10303,1003,485,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10303,1012,30,,Adjusted,"{10303,1012,30,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10303,1020,449,,Adjusted,"{10303,1020,449,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10303,1017,387,,Sold,"{10303,1017,387,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10304,1006,180,,Adjusted,"{10304,1006,180,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10304,1003,290,,Adjusted,"{10304,1003,290,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10304,1019,365,,Received,"{10304,1019,365,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10304,1001,138,,Adjusted,"{10304,1001,138,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10304,1011,166,,Adjusted,"{10304,1011,166,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10305,1001,488,3/30/2025,Received,"{10305,1001,488,LocalDate.of(2025,3,30),""Received""},","LocalDate.of(2025,3,30)"
10305,1011,117,3/11/2025,Received,"{10305,1011,117,LocalDate.of(2025,3,11),""Received""},","LocalDate.of(2025,3,11)"
10305,1013,189,2/25/2025,Received,"{10305,1013,189,LocalDate.of(2025,2,25),""Received""},","LocalDate.of(2025,2,25)"
10305,1017,136,8/8/2025,Expired,"{10305,1017,136,LocalDate.of(2025,8,8),""Expired""},","LocalDate.of(2025,8,8)"
10305,1009,371,9/21/2025,Adjusted,"{10305,1009,371,LocalDate.of(2025,9,21),""Adjusted""},","LocalDate.of(2025,9,21)"
10306,1009,464,5/14/2025,Expired,"{10306,1009,464,LocalDate.of(2025,5,14),""Expired""},","LocalDate.of(2025,5,14)"
10306,1001,406,4/17/2025,Received,"{10306,1001,406,LocalDate.of(2025,4,17),""Received""},","LocalDate.of(2025,4,17)"
10306,1008,33,5/2/2025,Sold,"{10306,1008,33,LocalDate.of(2025,5,2),""Sold""},","LocalDate.of(2025,5,2)"
10306,1020,483,6/5/2025,Sold,"{10306,1020,483,LocalDate.of(2025,6,5),""Sold""},","LocalDate.of(2025,6,5)"
10307,1009,326,,Transferred,"{10307,1009,326,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10307,1004,19,,Adjusted,"{10307,1004,19,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10307,1010,371,,Expired,"{10307,1010,371,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10307,1019,490,,Sold,"{10307,1019,490,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10308,1019,428,4/21/2025,Expired,"{10308,1019,428,LocalDate.of(2025,4,21),""Expired""},","LocalDate.of(2025,4,21)"
10308,1017,191,8/28/2025,Sold,"{10308,1017,191,LocalDate.of(2025,8,28),""Sold""},","LocalDate.of(2025,8,28)"
10308,1016,385,7/6/2025,Adjusted,"{10308,1016,385,LocalDate.of(2025,7,6),""Adjusted""},","LocalDate.of(2025,7,6)"
10309,1004,417,,Received,"{10309,1004,417,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10309,1017,199,,Transferred,"{10309,1017,199,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10309,1015,496,,Sold,"{10309,1015,496,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10310,1008,192,,Received,"{10310,1008,192,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10310,1009,205,,Transferred,"{10310,1009,205,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10310,1020,79,,Adjusted,"{10310,1020,79,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10310,1010,339,,Received,"{10310,1010,339,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10310,1018,87,,Sold,"{10310,1018,87,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10311,1004,393,,Received,"{10311,1004,393,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10311,1008,100,,Expired,"{10311,1008,100,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10311,1019,240,,Received,"{10311,1019,240,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10311,1013,142,,Sold,"{10311,1013,142,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10312,1017,492,3/30/2025,Expired,"{10312,1017,492,LocalDate.of(2025,3,30),""Expired""},","LocalDate.of(2025,3,30)"
10312,1019,115,4/5/2025,Sold,"{10312,1019,115,LocalDate.of(2025,4,5),""Sold""},","LocalDate.of(2025,4,5)"
10312,1001,200,10/5/2025,Received,"{10312,1001,200,LocalDate.of(2025,10,5),""Received""},","LocalDate.of(2025,10,5)"
10312,1012,350,10/13/2025,Adjusted,"{10312,1012,350,LocalDate.of(2025,10,13),""Adjusted""},","LocalDate.of(2025,10,13)"
10313,1006,497,10/16/2025,Transferred,"{10313,1006,497,LocalDate.of(2025,10,16),""Transferred""},","LocalDate.of(2025,10,16)"
10313,1016,302,7/5/2025,Expired,"{10313,1016,302,LocalDate.of(2025,7,5),""Expired""},","LocalDate.of(2025,7,5)"
10313,1013,65,7/7/2025,Adjusted,"{10313,1013,65,LocalDate.of(2025,7,7),""Adjusted""},","LocalDate.of(2025,7,7)"
10313,1014,75,2/14/2025,Transferred,"{10313,1014,75,LocalDate.of(2025,2,14),""Transferred""},","LocalDate.of(2025,2,14)"
10314,1007,103,2/17/2025,Adjusted,"{10314,1007,103,LocalDate.of(2025,2,17),""Adjusted""},","LocalDate.of(2025,2,17)"
10314,1011,262,4/6/2025,Received,"{10314,1011,262,LocalDate.of(2025,4,6),""Received""},","LocalDate.of(2025,4,6)"
10314,1020,201,1/11/2026,Received,"{10314,1020,201,LocalDate.of(2026,1,11),""Received""},","LocalDate.of(2026,1,11)"
10315,1001,298,8/13/2025,Transferred,"{10315,1001,298,LocalDate.of(2025,8,13),""Transferred""},","LocalDate.of(2025,8,13)"
10315,1019,236,7/21/2025,Transferred,"{10315,1019,236,LocalDate.of(2025,7,21),""Transferred""},","LocalDate.of(2025,7,21)"
10315,1003,481,1/13/2026,Transferred,"{10315,1003,481,LocalDate.of(2026,1,13),""Transferred""},","LocalDate.of(2026,1,13)"
10315,1013,21,1/21/2025,Transferred,"{10315,1013,21,LocalDate.of(2025,1,21),""Transferred""},","LocalDate.of(2025,1,21)"
10316,1008,283,,Expired,"{10316,1008,283,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10316,1014,291,,Received,"{10316,1014,291,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10316,1018,9,,Adjusted,"{10316,1018,9,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10317,1001,215,,Expired,"{10317,1001,215,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10317,1008,82,,Received,"{10317,1008,82,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10317,1011,498,,Sold,"{10317,1011,498,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10317,1005,0,,Sold,"{10317,1005,0,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10318,1006,372,1/13/2026,Transferred,"{10318,1006,372,LocalDate.of(2026,1,13),""Transferred""},","LocalDate.of(2026,1,13)"
10318,1019,404,4/22/2025,Sold,"{10318,1019,404,LocalDate.of(2025,4,22),""Sold""},","LocalDate.of(2025,4,22)"
10318,1020,187,1/23/2026,Received,"{10318,1020,187,LocalDate.of(2026,1,23),""Received""},","LocalDate.of(2026,1,23)"
10318,1001,23,6/21/2025,Transferred,"{10318,1001,23,LocalDate.of(2025,6,21),""Transferred""},","LocalDate.of(2025,6,21)"
10319,1001,404,,Adjusted,"{10319,1001,404,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10319,1013,469,,Expired,"{10319,1013,469,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10319,1016,79,,Adjusted,"{10319,1016,79,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10319,1017,266,,Transferred,"{10319,1017,266,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10320,1007,61,,Transferred,"{10320,1007,61,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10320,1002,230,,Transferred,"{10320,1002,230,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10320,1020,159,,Sold,"{10320,1020,159,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10321,1011,80,1/18/2025,Received,"{10321,1011,80,LocalDate.of(2025,1,18),""Received""},","LocalDate.of(2025,1,18)"
10321,1019,332,5/15/2025,Received,"{10321,1019,332,LocalDate.of(2025,5,15),""Received""},","LocalDate.of(2025,5,15)"
10321,1006,485,7/9/2025,Transferred,"{10321,1006,485,LocalDate.of(2025,7,9),""Transferred""},","LocalDate.of(2025,7,9)"
10321,1020,491,5/2/2025,Transferred,"{10321,1020,491,LocalDate.of(2025,5,2),""Transferred""},","LocalDate.of(2025,5,2)"
10321,1014,500,1/16/2025,Received,"{10321,1014,500,LocalDate.of(2025,1,16),""Received""},","LocalDate.of(2025,1,16)"
10322,1017,413,,Expired,"{10322,1017,413,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10322,1010,361,,Transferred,"{10322,1010,361,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10322,1002,47,,Transferred,"{10322,1002,47,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10322,1011,128,,Sold,"{10322,1011,128,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10322,1007,464,,Sold,"{10322,1007,464,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10323,1017,133,,Transferred,"{10323,1017,133,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10323,1010,68,,Transferred,"{10323,1010,68,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10323,1014,126,,Transferred,"{10323,1014,126,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10323,1020,399,,Received,"{10323,1020,399,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10324,1019,167,8/2/2025,Expired,"{10324,1019,167,LocalDate.of(2025,8,2),""Expired""},","LocalDate.of(2025,8,2)"
10324,1014,166,1/10/2026,Transferred,"{10324,1014,166,LocalDate.of(2026,1,10),""Transferred""},","LocalDate.of(2026,1,10)"
10324,1011,221,4/15/2025,Adjusted,"{10324,1011,221,LocalDate.of(2025,4,15),""Adjusted""},","LocalDate.of(2025,4,15)"
10324,1006,441,4/19/2025,Transferred,"{10324,1006,441,LocalDate.of(2025,4,19),""Transferred""},","LocalDate.of(2025,4,19)"
10324,1002,267,8/8/2025,Adjusted,"{10324,1002,267,LocalDate.of(2025,8,8),""Adjusted""},","LocalDate.of(2025,8,8)"
10325,1012,403,,Transferred,"{10325,1012,403,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10325,1016,9,,Transferred,"{10325,1016,9,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10325,1003,396,,Received,"{10325,1003,396,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10325,1019,499,,Transferred,"{10325,1019,499,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10325,1008,358,,Transferred,"{10325,1008,358,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10326,1007,76,9/26/2025,Expired,"{10326,1007,76,LocalDate.of(2025,9,26),""Expired""},","LocalDate.of(2025,9,26)"
10326,1002,62,1/10/2025,Adjusted,"{10326,1002,62,LocalDate.of(2025,1,10),""Adjusted""},","LocalDate.of(2025,1,10)"
10326,1001,367,2/19/2025,Sold,"{10326,1001,367,LocalDate.of(2025,2,19),""Sold""},","LocalDate.of(2025,2,19)"
10326,1019,287,12/14/2025,Sold,"{10326,1019,287,LocalDate.of(2025,12,14),""Sold""},","LocalDate.of(2025,12,14)"
10327,1015,143,10/17/2025,Expired,"{10327,1015,143,LocalDate.of(2025,10,17),""Expired""},","LocalDate.of(2025,10,17)"
10327,1010,69,8/5/2025,Expired,"{10327,1010,69,LocalDate.of(2025,8,5),""Expired""},","LocalDate.of(2025,8,5)"
10327,1012,404,3/8/2025,Transferred,"{10327,1012,404,LocalDate.of(2025,3,8),""Transferred""},","LocalDate.of(2025,3,8)"
10327,1009,254,1/13/2026,Adjusted,"{10327,1009,254,LocalDate.of(2026,1,13),""Adjusted""},","LocalDate.of(2026,1,13)"
10327,1006,50,3/24/2025,Transferred,"{10327,1006,50,LocalDate.of(2025,3,24),""Transferred""},","LocalDate.of(2025,3,24)"
10328,1012,354,10/3/2025,Sold,"{10328,1012,354,LocalDate.of(2025,10,3),""Sold""},","LocalDate.of(2025,10,3)"
10328,1005,430,6/20/2025,Expired,"{10328,1005,430,LocalDate.of(2025,6,20),""Expired""},","LocalDate.of(2025,6,20)"
10328,1006,449,5/7/2025,Sold,"{10328,1006,449,LocalDate.of(2025,5,7),""Sold""},","LocalDate.of(2025,5,7)"
10328,1008,433,8/12/2025,Expired,"{10328,1008,433,LocalDate.of(2025,8,12),""Expired""},","LocalDate.of(2025,8,12)"
10328,1009,80,4/22/2025,Transferred,"{10328,1009,80,LocalDate.of(2025,4,22),""Transferred""},","LocalDate.of(2025,4,22)"
10329,1010,228,12/13/2025,Transferred,"{10329,1010,228,LocalDate.of(2025,12,13),""Transferred""},","LocalDate.of(2025,12,13)"
